Latitude__,Longitude,Month,Year,Encounters
-12.889,131.643,8,2021,1
-12.886,131.205,8,2021,1
-12.885,131.645,8,2021,1
-12.884,131.202,7,2021,1
-12.884,131.202,7,2022,1
-12.884,131.202,8,2021,1
-12.884,131.203,7,2021,1
-12.884,131.203,8,2021,1
-12.884,131.646,8,2021,1
-12.882,131.201,8,2021,1
-12.882,131.202,7,2021,1
-12.882,131.646,8,2021,1
-12.882,131.647,8,2021,2
-12.881,131.201,7,2021,1
-12.881,131.646,8,2021,1
-12.88,131.201,7,2022,1
-12.88,131.202,7,2021,1
-12.88,131.202,7,2022,1
-12.88,131.202,8,2021,1
-12.88,131.203,7,2022,1
-12.88,131.646,8,2021,1
-12.879,131.645,8,2021,1
-12.877,131.204,7,2021,1
-12.877,131.644,8,2021,4
-12.876,131.204,7,2022,1
-12.876,131.204,8,2021,1
-12.876,131.644,8,2021,1
-12.875,131.204,7,2021,1
-12.875,131.644,8,2021,1
-12.874,131.204,7,2021,2
-12.873,131.204,8,2021,2
-12.873,131.205,8,2021,2
-12.873,131.642,8,2021,1
-12.873,131.643,8,2021,1
-12.872,131.205,7,2021,1
-12.871,131.205,7,2021,1
-12.87,131.205,7,2022,1
-12.869,131.639,8,2021,1
-12.869,131.64,8,2021,1
-12.868,131.639,8,2021,1
-12.867,131.206,7,2022,1
-12.867,131.638,8,2021,1
-12.865,131.206,8,2021,1
-12.864,131.206,7,2021,1
-12.863,131.204,7,2022,2
-12.863,131.204,8,2021,2
-12.863,131.205,7,2021,1
-12.862,131.203,7,2021,1
-12.862,131.203,8,2021,1
-12.862,131.205,7,2022,1
-12.862,131.206,8,2021,1
-12.861,131.635,8,2021,1
-12.859,131.203,7,2022,1
-12.857,131.204,7,2021,2
-12.855,131.633,8,2021,1
-12.854,131.633,8,2021,2
-12.854,131.634,8,2021,1
-12.853,131.206,8,2021,1
-12.852,131.634,8,2021,1
-12.851,131.207,7,2022,1
-12.849,131.208,7,2022,1
-12.849,131.634,8,2021,2
-12.847,131.635,8,2021,1
-12.845,131.207,7,2021,1
-12.845,131.634,8,2021,1
-12.844,131.207,7,2021,1
-12.844,131.207,7,2022,1
-12.844,131.633,8,2021,4
-12.843,131.207,7,2021,1
-12.843,131.207,8,2021,1
-12.843,131.633,8,2021,4
-12.843,131.634,8,2021,1
-12.842,131.207,7,2021,1
-12.842,131.207,7,2022,1
-12.842,131.632,8,2021,1
-12.841,131.632,8,2021,1
-12.84,131.207,7,2022,1
-12.839,131.632,8,2021,1
-12.838,131.207,7,2021,1
-12.838,131.207,7,2022,1
-12.838,131.207,8,2021,1
-12.838,131.632,8,2021,3
-12.837,131.633,8,2021,3
-12.835,131.208,7,2021,1
-12.835,131.208,8,2021,1
-12.833,131.209,7,2021,1
-12.833,131.209,7,2022,2
-12.832,131.21,8,2021,1
-12.831,131.21,7,2021,1
-12.831,131.21,8,2021,2
-12.826,131.209,7,2021,2
-12.826,131.209,7,2022,1
-12.826,131.209,8,2021,1
-12.825,131.209,7,2021,1
-12.825,131.209,7,2022,1
-12.825,131.209,8,2021,1
-12.823,131.208,7,2021,2
-12.823,131.208,8,2021,2
-12.821,131.21,7,2021,1
-12.821,131.21,8,2021,1
-12.821,131.211,7,2021,1
-12.821,131.211,7,2022,1
-12.821,131.212,7,2021,1
-12.821,131.213,7,2022,1
-12.821,131.214,7,2021,1
-12.821,131.214,7,2022,1
-12.821,131.216,7,2021,1
-12.821,131.217,7,2022,1
-12.821,131.217,8,2021,1
-12.82,131.216,8,2021,1
-12.82,131.217,7,2022,1
-12.82,131.217,8,2021,1
-12.82,131.218,7,2021,1
-12.82,131.218,7,2022,1
-12.819,131.219,7,2022,1
-12.818,131.218,7,2021,1
-12.818,131.218,7,2022,1
-12.817,131.218,7,2022,1
-12.816,131.218,8,2021,1
-12.815,131.218,8,2021,1
-12.813,131.218,7,2021,1
-12.808,131.217,8,2021,1
-12.806,131.215,7,2021,1
-12.806,131.216,7,2022,1
-12.805,131.214,7,2021,1
-12.805,131.214,8,2021,1
-12.804,131.214,7,2021,1
-12.804,131.217,7,2021,1
-12.804,131.217,8,2021,1
-12.804,131.218,7,2021,1
-12.803,131.215,8,2021,1
-12.803,131.217,7,2021,1
-12.801,131.222,7,2022,1
-12.801,131.223,7,2021,1
-12.8,131.223,7,2022,1
-12.797,131.225,7,2022,2
-12.797,131.226,7,2022,1
-12.796,131.225,8,2021,1
-12.796,131.226,7,2022,2
-12.795,131.226,7,2021,2
-12.795,131.226,7,2022,2
-12.795,131.227,7,2022,1
-12.795,131.227,8,2021,2
-12.794,131.227,7,2021,2
-12.794,131.227,7,2022,3
-12.794,131.227,8,2021,2
-12.793,131.227,7,2021,1
-12.793,131.228,7,2021,1
-12.793,131.228,7,2022,1
-12.792,131.228,7,2021,1
-12.792,131.228,7,2022,1
-12.792,131.228,8,2021,1
-12.792,131.229,7,2021,1
-12.791,131.229,7,2022,2
-12.791,131.229,8,2021,1
-12.79,131.229,7,2021,2
-12.79,131.229,7,2022,1
-12.79,131.229,8,2021,2
-12.789,131.231,7,2022,1
-12.789,131.233,7,2021,1
-12.789,131.233,7,2022,1
-12.789,131.234,7,2022,1
-12.789,131.235,8,2021,1
-12.789,131.236,8,2021,1
-12.788,131.231,7,2022,1
-12.788,131.231,8,2021,1
-12.788,131.235,7,2022,1
-12.788,131.236,7,2021,2
-12.788,131.236,7,2022,1
-12.788,131.236,8,2021,1
-12.787,131.235,7,2021,2
-12.786,131.235,8,2021,1
-12.786,131.238,7,2022,1
-12.785,131.236,7,2022,1
-12.785,131.61,8,2021,1
-12.784,131.239,7,2022,1
-12.784,131.239,8,2021,1
-12.783,131.239,7,2021,2
-12.783,131.252,7,2021,1
-12.782,131.24,7,2022,1
-12.782,131.25,8,2021,1
-12.782,131.253,8,2021,1
-12.781,131.239,7,2021,1
-12.781,131.239,7,2022,1
-12.781,131.24,8,2021,1
-12.781,131.248,7,2021,1
-12.781,131.248,7,2022,1
-12.781,131.249,8,2021,1
-12.781,131.254,7,2021,1
-12.781,131.254,7,2022,1
-12.781,131.254,8,2021,1
-12.781,131.258,8,2021,1
-12.78,131.24,7,2022,3
-12.78,131.24,8,2021,1
-12.78,131.241,8,2021,1
-12.78,131.246,7,2022,1
-12.78,131.255,7,2022,1
-12.78,131.256,7,2022,1
-12.78,131.257,7,2021,1
-12.78,131.257,7,2022,1
-12.78,131.258,7,2022,1
-12.78,131.259,8,2021,1
-12.779,131.241,7,2022,1
-12.779,131.243,7,2021,2
-12.779,131.243,7,2022,1
-12.779,131.243,8,2021,2
-12.779,131.245,8,2021,1
-12.779,131.26,7,2021,1
-12.778,131.26,7,2022,1
-12.778,131.612,8,2021,2
-12.777,131.259,8,2021,1
-12.777,131.26,7,2022,1
-12.776,131.26,7,2021,1
-12.776,131.26,7,2022,1
-12.775,131.261,7,2022,1
-12.775,131.611,8,2021,2
-12.774,131.26,7,2021,2
-12.773,131.258,7,2022,2
-12.773,131.259,8,2021,1
-12.773,131.26,7,2022,3
-12.773,131.26,8,2021,1
-12.773,131.612,8,2021,2
-12.772,131.255,7,2022,1
-12.772,131.256,7,2021,2
-12.772,131.256,7,2022,1
-12.772,131.256,8,2021,1
-12.772,131.611,8,2021,1
-12.771,131.254,7,2022,2
-12.771,131.254,8,2021,1
-12.77,131.254,7,2022,2
-12.769,131.254,7,2021,2
-12.769,131.254,7,2022,2
-12.769,131.268,7,2022,1
-12.769,131.269,7,2021,2
-12.769,131.271,8,2021,1
-12.769,131.272,7,2022,2
-12.768,131.257,7,2021,3
-12.768,131.257,8,2021,1
-12.768,131.258,7,2021,2
-12.768,131.258,8,2021,1
-12.768,131.259,7,2022,1
-12.768,131.259,8,2021,1
-12.768,131.264,7,2022,1
-12.768,131.264,8,2021,1
-12.768,131.265,7,2022,1
-12.768,131.265,8,2021,1
-12.768,131.266,7,2022,1
-12.768,131.268,7,2021,1
-12.767,131.256,7,2021,1
-12.767,131.256,7,2022,1
-12.767,131.256,8,2021,2
-12.767,131.258,7,2022,2
-12.767,131.26,7,2021,1
-12.767,131.26,7,2022,1
-12.767,131.261,7,2022,1
-12.767,131.263,7,2022,2
-12.767,131.264,7,2021,2
-12.767,131.273,7,2021,1
-12.767,131.273,8,2021,1
-12.767,131.608,8,2021,2
-12.766,131.261,8,2021,1
-12.766,131.262,7,2022,2
-12.766,131.262,8,2021,1
-12.766,131.609,8,2021,2
-12.766,131.61,8,2021,1
-12.766,131.615,8,2021,6
-12.765,131.274,7,2022,1
-12.765,131.611,8,2021,1
-12.765,131.612,8,2021,2
-12.765,131.613,8,2021,1
-12.765,131.614,8,2021,1
-12.765,131.615,8,2021,1
-12.763,131.62,8,2021,1
-12.76,131.621,8,2021,1
-12.76,131.622,8,2021,4
-12.759,131.275,7,2022,2
-12.759,131.623,8,2021,8
-12.758,131.275,8,2021,1
-12.758,131.286,7,2022,1
-12.758,131.287,7,2022,1
-12.758,131.29,7,2022,3
-12.758,131.291,7,2022,1
-12.758,131.292,7,2022,1
-12.758,131.623,8,2021,2
-12.758,131.624,8,2021,3
-12.757,131.276,7,2021,1
-12.757,131.277,7,2022,2
-12.757,131.278,7,2021,1
-12.757,131.278,8,2021,4
-12.757,131.289,7,2022,1
-12.757,131.625,8,2021,1
-12.756,131.277,7,2021,1
-12.756,131.278,7,2021,1
-12.756,131.279,7,2022,1
-12.756,131.279,8,2021,1
-12.756,131.28,7,2022,1
-12.756,131.285,7,2022,2
-12.756,131.624,8,2021,2
-12.755,131.279,7,2021,1
-12.755,131.28,7,2021,1
-12.755,131.28,7,2022,2
-12.755,131.281,8,2021,1
-12.755,131.282,7,2021,1
-12.755,131.282,8,2021,1
-12.755,131.283,7,2022,1
-12.755,131.284,7,2022,2
-12.754,131.282,7,2021,2
-12.754,131.283,7,2021,1
-12.754,131.283,7,2022,2
-12.754,131.283,8,2021,2
-12.754,131.628,8,2021,1
-12.753,131.282,7,2022,1
-12.753,131.628,8,2021,1
-12.752,131.282,7,2021,1
-12.752,131.282,7,2022,1
-12.752,131.283,7,2021,1
-12.752,131.283,8,2021,2
-12.752,131.627,8,2021,1
-12.752,131.628,8,2021,2
-12.751,131.282,7,2022,5
-12.751,131.283,7,2021,1
-12.751,131.689,8,2021,1
-12.75,131.688,8,2021,2
-12.749,131.282,7,2022,1
-12.749,131.282,8,2021,1
-12.749,131.687,8,2021,1
-12.749,131.688,8,2021,1
-12.748,131.281,7,2022,2
-12.748,131.282,7,2021,1
-12.748,131.681,8,2021,2
-12.748,131.683,8,2021,2
-12.748,131.684,8,2021,1
-12.748,131.685,8,2021,1
-12.748,131.686,8,2021,1
-12.747,131.281,7,2021,1
-12.747,131.281,7,2022,1
-12.747,131.282,7,2022,2
-12.746,131.281,7,2021,4
-12.746,131.281,7,2022,1
-12.746,131.281,8,2021,1
-12.746,131.634,8,2021,2
-12.746,131.677,8,2021,1
-12.745,131.281,7,2022,1
-12.745,131.281,8,2021,1
-12.745,131.676,8,2021,1
-12.744,131.281,7,2021,2
-12.744,131.281,8,2021,1
-12.744,131.636,8,2021,1
-12.744,131.637,8,2021,1
-12.744,131.676,8,2021,1
-12.743,131.281,7,2022,1
-12.743,131.675,8,2021,1
-12.742,131.281,7,2021,1
-12.742,131.674,8,2021,2
-12.741,131.281,8,2021,1
-12.741,131.282,7,2022,1
-12.741,131.633,8,2021,1
-12.741,131.634,8,2021,1
-12.74,131.629,8,2021,2
-12.74,131.63,8,2021,1
-12.74,131.631,8,2021,2
-12.739,131.282,7,2021,1
-12.739,131.282,7,2022,1
-12.738,131.282,7,2021,1
-12.738,131.283,7,2021,1
-12.738,131.283,7,2022,1
-12.738,131.283,8,2021,1
-12.738,131.652,8,2021,3
-12.738,131.668,8,2021,1
-12.737,131.283,7,2022,1
-12.737,131.284,7,2022,1
-12.737,131.284,8,2021,1
-12.737,131.666,8,2021,1
-12.736,131.284,7,2022,5
-12.736,131.653,8,2021,1
-12.735,131.279,8,2021,1
-12.735,131.281,7,2022,1
-12.735,131.283,7,2021,1
-12.735,131.654,8,2021,1
-12.734,131.654,8,2021,1
-12.733,131.277,7,2022,2
-12.733,131.646,8,2021,1
-12.732,131.276,7,2021,1
-12.732,131.277,7,2022,2
-12.732,131.277,8,2021,1
-12.732,131.629,8,2021,1
-12.732,131.647,8,2021,2
-12.732,131.654,8,2021,1
-12.731,131.276,7,2021,1
-12.731,131.276,7,2022,1
-12.731,131.649,8,2021,2
-12.73,131.274,7,2021,1
-12.73,131.275,7,2022,1
-12.73,131.646,8,2021,1
-12.73,131.652,8,2021,1
-12.73,131.654,8,2021,1
-12.73,131.661,8,2021,2
-12.729,131.273,7,2022,2
-12.729,131.644,8,2021,2
-12.729,131.645,8,2021,1
-12.728,131.272,7,2021,2
-12.728,131.643,8,2021,1
-12.728,131.644,8,2021,1
-12.728,131.645,8,2021,1
-12.727,131.27,8,2021,1
-12.727,131.271,7,2022,1
-12.727,131.271,8,2021,2
-12.727,131.662,8,2021,2
-12.726,131.27,7,2022,1
-12.726,131.659,8,2021,1
-12.725,131.27,7,2021,2
-12.725,131.27,7,2022,2
-12.725,131.27,8,2021,1
-12.725,131.643,8,2021,1
-12.724,131.269,7,2022,1
-12.724,131.27,7,2022,1
-12.724,131.658,8,2021,1
-12.723,131.27,7,2022,1
-12.723,131.642,8,2021,1
-12.722,131.271,7,2022,1
-12.722,131.642,8,2021,2
-12.722,131.658,8,2021,1
-12.721,131.271,7,2022,1
-12.721,131.272,8,2021,1
-12.721,131.658,8,2021,1
-12.72,131.272,7,2021,1
-12.72,131.657,8,2021,2
-12.72,131.658,8,2021,1
-12.719,131.273,7,2021,1
-12.719,131.273,7,2022,4
-12.719,131.273,8,2021,4
-12.719,131.64,8,2021,2
-12.719,131.641,8,2021,1
-12.718,131.274,7,2022,1
-12.718,131.657,8,2021,1
-12.717,131.273,7,2021,1
-12.717,131.273,7,2022,1
-12.717,131.64,8,2021,2
-12.716,131.274,7,2021,1
-12.716,131.275,7,2021,2
-12.716,131.275,7,2022,3
-12.716,131.275,8,2021,1
-12.716,131.656,8,2021,1
-12.715,131.275,7,2022,16
-12.715,131.275,8,2021,1
-12.715,131.641,8,2021,1
-12.715,131.656,8,2021,1
-12.714,131.275,7,2022,1
-12.714,131.639,8,2021,2
-12.713,131.275,8,2021,1
-12.713,131.276,7,2022,1
-12.713,131.638,8,2021,1
-12.713,131.639,8,2021,1
-12.713,131.64,8,2021,1
-12.712,131.275,7,2021,1
-12.712,131.275,8,2021,1
-12.712,131.638,8,2021,1
-12.712,131.639,8,2021,2
-12.712,131.64,8,2021,1
-12.711,131.274,7,2021,1
-12.711,131.274,7,2022,1
-12.711,131.275,7,2022,1
-12.711,131.275,8,2021,2
-12.711,131.335,7,2022,3
-12.711,131.631,8,2021,2
-12.711,131.638,8,2021,2
-12.711,131.641,8,2021,1
-12.711,131.653,8,2021,1
-12.711,131.655,8,2021,1
-12.71,131.274,7,2021,1
-12.71,131.275,7,2021,1
-12.71,131.334,7,2022,3
-12.71,131.632,8,2021,2
-12.71,131.637,8,2021,3
-12.71,131.64,8,2021,1
-12.709,131.273,7,2022,2
-12.709,131.273,8,2021,2
-12.709,131.649,8,2021,1
-12.708,131.273,7,2022,3
-12.708,131.334,7,2022,1
-12.708,131.636,8,2021,2
-12.708,131.642,8,2021,1
-12.708,131.652,8,2021,1
-12.707,131.273,7,2021,1
-12.707,131.273,7,2022,1
-12.707,131.334,7,2022,1
-12.707,131.635,8,2021,1
-12.707,131.65,8,2021,1
-12.706,131.272,7,2022,1
-12.706,131.272,8,2021,1
-12.706,131.273,7,2022,3
-12.706,131.273,8,2021,2
-12.706,131.636,8,2021,1
-12.706,131.651,8,2021,1
-12.705,131.274,7,2022,4
-12.705,131.649,8,2021,1
-12.704,131.275,8,2021,2
-12.704,131.276,8,2021,2
-12.704,131.277,7,2022,3
-12.704,131.277,8,2021,2
-12.704,131.638,8,2021,3
-12.703,131.278,7,2022,1
-12.703,131.333,7,2022,1
-12.702,131.278,8,2021,1
-12.702,131.279,8,2021,1
-12.702,131.333,7,2022,1
-12.702,131.637,8,2021,2
-12.702,131.638,8,2021,1
-12.702,131.65,8,2021,2
-12.701,131.279,8,2021,1
-12.701,131.65,8,2021,2
-12.7,131.279,7,2022,2
-12.7,131.279,8,2021,1
-12.7,131.329,7,2022,2
-12.7,131.33,7,2022,1
-12.7,131.649,8,2021,1
-12.699,131.329,7,2022,1
-12.699,131.637,8,2021,1
-12.698,131.279,8,2021,3
-12.698,131.28,7,2022,2
-12.698,131.636,8,2021,2
-12.697,131.282,7,2022,1
-12.697,131.292,7,2022,3
-12.697,131.293,8,2021,1
-12.697,131.636,8,2021,1
-12.696,131.282,7,2022,3
-12.696,131.283,7,2022,2
-12.696,131.287,8,2021,2
-12.696,131.291,7,2022,3
-12.696,131.291,8,2021,2
-12.696,131.292,8,2021,3
-12.696,131.293,7,2022,1
-12.696,131.294,8,2021,3
-12.696,131.329,7,2022,1
-12.696,131.636,8,2021,1
-12.695,131.284,8,2021,4
-12.695,131.286,7,2022,3
-12.695,131.288,8,2021,1
-12.695,131.289,7,2022,2
-12.695,131.29,7,2022,1
-12.695,131.29,8,2021,3
-12.695,131.291,8,2021,4
-12.695,131.635,8,2021,1
-12.695,131.645,8,2021,1
-12.694,131.329,7,2022,1
-12.693,131.294,8,2021,3
-12.693,131.295,9,2021,1
-12.693,131.296,7,2022,1
-12.693,131.296,9,2021,1
-12.693,131.635,8,2021,1
-12.692,131.296,8,2021,2
-12.692,131.296,9,2021,1
-12.692,131.329,7,2022,1
-12.692,131.635,8,2021,1
-12.692,131.645,8,2021,1
-12.691,131.297,7,2022,1
-12.691,131.635,8,2021,1
-12.69,131.296,8,2021,1
-12.69,131.298,7,2022,1
-12.69,131.298,9,2021,1
-12.69,131.299,7,2022,4
-12.69,131.3,8,2021,1
-12.69,131.301,7,2022,4
-12.69,131.301,8,2021,1
-12.69,131.301,9,2021,5
-12.69,131.302,8,2021,2
-12.69,131.303,9,2021,2
-12.69,131.304,7,2022,2
-12.69,131.304,8,2021,6
-12.69,131.304,9,2021,3
-12.69,131.329,7,2022,1
-12.69,131.635,8,2021,2
-12.69,131.645,8,2021,1
-12.69,131.646,8,2021,1
-12.689,131.299,9,2021,3
-12.689,131.305,7,2022,1
-12.689,131.306,7,2022,1
-12.689,131.329,7,2022,1
-12.689,131.648,8,2021,1
-12.688,131.306,9,2021,1
-12.687,131.305,9,2021,1
-12.687,131.306,8,2021,1
-12.686,131.306,7,2022,1
-12.686,131.307,8,2021,1
-12.686,131.309,7,2022,2
-12.686,131.311,7,2022,1
-12.686,131.312,9,2021,1
-12.686,131.315,8,2021,3
-12.686,131.65,8,2021,1
-12.685,131.308,9,2021,1
-12.685,131.309,9,2021,1
-12.685,131.31,8,2021,2
-12.685,131.31,9,2021,2
-12.685,131.311,8,2021,2
-12.685,131.313,9,2021,1
-12.685,131.314,7,2022,1
-12.685,131.314,9,2021,1
-12.685,131.315,9,2021,1
-12.685,131.331,7,2022,3
-12.684,131.317,7,2022,2
-12.684,131.317,8,2021,1
-12.684,131.317,9,2021,2
-12.684,131.318,7,2022,1
-12.684,131.318,9,2021,1
-12.684,131.319,7,2022,1
-12.684,131.319,9,2021,1
-12.684,131.651,8,2021,1
-12.683,131.318,8,2021,2
-12.683,131.319,7,2022,1
-12.683,131.32,7,2022,2
-12.683,131.32,8,2021,3
-12.683,131.32,9,2021,2
-12.683,131.321,7,2022,1
-12.683,131.321,8,2021,2
-12.683,131.333,7,2022,1
-12.682,131.321,8,2021,1
-12.682,131.322,7,2022,1
-12.682,131.322,8,2021,2
-12.682,131.322,9,2021,1
-12.681,131.322,7,2022,1
-12.681,131.323,9,2021,1
-12.681,131.335,7,2022,1
-12.681,131.652,8,2021,1
-12.681,131.655,8,2021,1
-12.68,131.323,8,2021,2
-12.68,131.324,8,2021,1
-12.68,131.324,9,2021,1
-12.68,131.335,7,2022,1
-12.68,131.656,8,2021,1
-12.68,131.657,8,2021,1
-12.68,131.66,8,2021,1
-12.679,131.325,8,2021,1
-12.679,131.325,9,2021,1
-12.679,131.659,8,2021,1
-12.678,131.326,9,2021,1
-12.678,131.328,7,2022,1
-12.678,131.328,8,2021,1
-12.678,131.328,9,2021,1
-12.678,131.329,8,2021,1
-12.678,131.33,9,2021,1
-12.678,131.334,7,2022,1
-12.678,131.335,7,2022,2
-12.678,131.656,8,2021,1
-12.678,131.658,8,2021,1
-12.677,131.329,7,2022,1
-12.677,131.33,7,2022,2
-12.677,131.33,8,2021,3
-12.677,131.33,9,2021,1
-12.677,131.653,8,2021,2
-12.677,131.656,8,2021,1
-12.677,131.657,8,2021,1
-12.676,131.331,7,2022,4
-12.676,131.331,9,2021,1
-12.676,131.332,7,2022,1
-12.676,131.332,9,2021,2
-12.676,131.333,7,2022,3
-12.676,131.652,8,2021,1
-12.676,131.654,8,2021,1
-12.675,131.332,8,2021,1
-12.674,131.332,7,2022,3
-12.674,131.332,8,2021,1
-12.674,131.332,9,2021,1
-12.674,131.651,8,2021,1
-12.673,131.332,7,2022,1
-12.673,131.332,8,2021,1
-12.673,131.333,7,2022,1
-12.672,131.332,7,2022,2
-12.672,131.332,9,2021,1
-12.672,131.333,8,2021,1
-12.672,131.333,9,2021,1
-12.671,131.333,7,2022,1
-12.671,131.333,8,2021,4
-12.671,131.654,8,2021,1
-12.67,131.333,7,2022,2
-12.67,131.333,8,2021,1
-12.67,131.333,9,2021,3
-12.67,131.654,8,2021,2
-12.669,131.333,7,2022,2
-12.669,131.333,9,2021,1
-12.669,131.334,9,2021,1
-12.669,131.654,8,2021,1
-12.668,131.334,8,2021,1
-12.668,131.334,9,2021,1
-12.668,131.335,8,2021,1
-12.668,131.653,8,2021,1
-12.667,131.334,9,2021,1
-12.667,131.335,8,2021,1
-12.666,131.334,7,2022,1
-12.665,131.334,8,2021,6
-12.665,131.334,9,2021,3
-12.665,131.335,9,2021,2
-12.665,131.653,8,2021,1
-12.665,131.655,8,2021,1
-12.664,131.335,7,2022,1
-12.664,131.335,8,2021,2
-12.664,131.336,7,2022,2
-12.664,131.336,9,2021,1
-12.664,131.653,8,2021,1
-12.664,131.655,8,2021,1
-12.663,131.336,8,2021,2
-12.663,131.336,9,2021,1
-12.663,131.337,8,2021,1
-12.662,131.336,8,2021,1
-12.662,131.337,7,2022,2
-12.662,131.337,8,2021,3
-12.661,131.337,7,2022,3
-12.661,131.337,9,2021,1
-12.661,131.338,9,2021,1
-12.66,131.337,7,2022,2
-12.66,131.337,8,2021,2
-12.66,131.337,9,2021,1
-12.66,131.338,7,2022,2
-12.66,131.338,9,2021,1
-12.66,131.654,8,2021,1
-12.66,131.655,8,2021,1
-12.659,131.337,8,2021,1
-12.659,131.337,9,2021,1
-12.659,131.338,8,2021,1
-12.659,131.338,9,2021,1
-12.658,131.337,8,2021,1
-12.658,131.655,8,2021,1
-12.657,131.338,7,2022,1
-12.656,131.338,7,2022,1
-12.656,131.338,8,2021,1
-12.656,131.338,9,2021,1
-12.656,131.339,7,2022,1
-12.656,131.339,8,2021,2
-12.656,131.655,8,2021,2
-12.655,131.338,7,2022,1
-12.655,131.339,7,2022,1
-12.655,131.339,9,2021,1
-12.655,131.651,8,2021,2
-12.655,131.655,8,2021,2
-12.654,131.338,7,2022,2
-12.654,131.339,8,2021,3
-12.654,131.339,9,2021,1
-12.654,131.653,8,2021,1
-12.654,131.654,8,2021,1
-12.653,131.338,8,2021,1
-12.653,131.338,9,2021,1
-12.653,131.339,7,2022,1
-12.653,131.339,8,2021,1
-12.653,131.34,7,2022,2
-12.653,131.34,8,2021,1
-12.653,131.65,8,2021,3
-12.652,131.339,9,2021,1
-12.652,131.34,8,2021,2
-12.652,131.651,8,2021,1
-12.651,131.34,9,2021,1
-12.651,131.341,8,2021,2
-12.651,131.341,9,2021,3
-12.65,131.341,8,2021,1
-12.65,131.341,9,2021,2
-12.65,131.342,7,2022,1
-12.65,131.342,9,2021,1
-12.65,131.363,7,2022,1
-12.65,131.652,8,2021,1
-12.65,131.653,8,2021,1
-12.649,131.343,8,2021,1
-12.649,131.343,9,2021,1
-12.649,131.357,9,2021,1
-12.649,131.358,9,2021,3
-12.649,131.359,7,2022,1
-12.649,131.36,9,2021,1
-12.649,131.361,7,2022,3
-12.649,131.363,8,2021,1
-12.649,131.363,9,2021,1
-12.649,131.364,8,2021,2
-12.649,131.365,7,2022,2
-12.649,131.365,8,2021,3
-12.649,131.365,9,2021,1
-12.649,131.366,7,2022,1
-12.649,131.366,8,2021,2
-12.649,131.367,9,2021,1
-12.649,131.651,8,2021,1
-12.648,131.343,8,2021,2
-12.648,131.343,9,2021,1
-12.648,131.345,9,2021,1
-12.648,131.355,7,2022,1
-12.648,131.355,8,2021,1
-12.648,131.356,8,2021,1
-12.648,131.356,9,2021,1
-12.648,131.358,8,2021,2
-12.648,131.359,9,2021,1
-12.648,131.36,7,2022,1
-12.648,131.367,7,2022,1
-12.648,131.367,9,2021,1
-12.647,131.344,9,2021,2
-12.647,131.345,7,2022,2
-12.647,131.345,8,2021,1
-12.647,131.354,8,2021,1
-12.647,131.354,9,2021,1
-12.647,131.355,7,2022,1
-12.647,131.356,9,2021,1
-12.647,131.368,8,2021,1
-12.647,131.368,9,2021,4
-12.646,131.344,8,2021,2
-12.646,131.346,7,2022,1
-12.646,131.346,8,2021,1
-12.646,131.352,7,2022,1
-12.646,131.353,8,2021,1
-12.646,131.353,9,2021,1
-12.646,131.368,8,2021,1
-12.646,131.369,7,2022,1
-12.646,131.653,8,2021,1
-12.645,131.347,7,2022,1
-12.645,131.347,8,2021,1
-12.645,131.352,7,2022,1
-12.645,131.352,8,2021,1
-12.645,131.354,8,2021,1
-12.645,131.369,9,2021,2
-12.645,131.652,8,2021,1
-12.644,131.347,7,2022,1
-12.644,131.347,8,2021,2
-12.644,131.348,8,2021,5
-12.644,131.348,9,2021,2
-12.644,131.349,9,2021,1
-12.644,131.35,9,2021,1
-12.644,131.351,7,2022,1
-12.644,131.351,8,2021,1
-12.644,131.351,9,2021,1
-12.644,131.367,9,2021,1
-12.644,131.368,7,2022,1
-12.644,131.368,8,2021,1
-12.644,131.652,8,2021,1
-12.643,131.348,7,2022,1
-12.643,131.348,8,2021,1
-12.643,131.348,9,2021,1
-12.643,131.349,7,2022,1
-12.643,131.351,9,2021,1
-12.643,131.352,9,2021,1
-12.643,131.367,8,2021,1
-12.643,131.367,9,2021,2
-12.643,131.368,7,2022,1
-12.642,131.652,8,2021,1
-12.641,131.357,7,2022,2
-12.641,131.357,8,2021,1
-12.641,131.357,9,2021,1
-12.641,131.358,9,2021,1
-12.641,131.359,7,2022,1
-12.641,131.359,8,2021,1
-12.641,131.359,9,2021,1
-12.641,131.36,7,2022,1
-12.641,131.36,8,2021,1
-12.641,131.36,9,2021,1
-12.641,131.361,7,2022,1
-12.641,131.361,9,2021,1
-12.641,131.362,9,2021,3
-12.641,131.364,8,2021,1
-12.64,131.356,8,2021,1
-12.64,131.356,9,2021,1
-12.64,131.358,9,2021,1
-12.64,131.359,8,2021,1
-12.639,131.355,7,2022,1
-12.639,131.355,9,2021,1
-12.639,131.356,7,2022,1
-12.639,131.357,8,2021,1
-12.638,131.355,8,2021,1
-12.638,131.355,9,2021,2
-12.637,131.355,8,2021,1
-12.636,131.355,8,2021,1
-12.636,131.355,9,2021,1
-12.635,131.356,9,2021,1
-12.634,131.355,7,2022,1
-12.634,131.355,8,2021,2
-12.634,131.356,7,2022,3
-12.634,131.356,8,2021,3
-12.634,131.356,9,2021,1
-12.633,131.357,8,2021,2
-12.633,131.357,9,2021,1
-12.633,131.657,8,2021,2
-12.632,131.356,7,2022,2
-12.632,131.357,8,2021,1
