Latitude__,Longitude,Date,Month,Year,Species,Size (feet),Encounters
-12.882,131.201,2021-08-12,8,2021,Crocodylus porosus,10.0,1
-12.882,131.202,2021-07-28,7,2021,Crocodylus porosus,6.0,1
-12.882,131.646,2021-08-23,8,2021,Crocodylus johnstoni,10.0,1
-12.882,131.647,2021-08-23,8,2021,Crocodylus johnstoni,5.5,2
-12.881,131.201,2021-07-28,7,2021,Crocodylus porosus,5.0,1
-12.881,131.646,2021-08-23,8,2021,Crocodylus,0.0,1
-12.88,131.201,2022-07-17,7,2022,Crocodylus porosus,16.0,1
-12.88,131.202,2021-07-28,7,2021,Crocodylus,0.0,1
-12.88,131.202,2021-08-12,8,2021,Crocodylus,0.0,1
-12.88,131.202,2022-07-17,7,2022,Crocodylus,0.0,1
-12.88,131.203,2022-07-17,7,2022,Crocodylus,0.0,1
-12.88,131.646,2021-08-23,8,2021,Crocodylus johnstoni,10.0,1
-12.879,131.645,2021-08-23,8,2021,Crocodylus,0.0,1
-12.877,131.204,2021-07-28,7,2021,Crocodylus porosus,7.0,1
-12.877,131.644,2021-08-23,8,2021,Crocodylus johnstoni,6.0,4
-12.876,131.204,2021-08-12,8,2021,Crocodylus porosus,8.0,1
-12.876,131.204,2022-07-17,7,2022,Crocodylus,0.0,1
-12.876,131.644,2021-08-23,8,2021,Crocodylus johnstoni,11.0,1
-12.875,131.204,2021-07-28,7,2021,Crocodylus porosus,6.0,1
-12.875,131.644,2021-08-23,8,2021,Crocodylus johnstoni,11.0,1
-12.874,131.204,2021-07-28,7,2021,Crocodylus porosus,3.0,2
-12.873,131.204,2021-08-12,8,2021,Crocodylus,0.0,2
-12.873,131.205,2021-08-12,8,2021,Crocodylus porosus,9.0,2
-12.873,131.642,2021-08-23,8,2021,Crocodylus,0.0,1
-12.873,131.643,2021-08-23,8,2021,Crocodylus porosus,15.0,1
-12.872,131.205,2021-07-28,7,2021,Crocodylus porosus,8.0,1
-12.871,131.205,2021-07-28,7,2021,Crocodylus,0.0,1
-12.87,131.205,2022-07-17,7,2022,Crocodylus,0.0,1
-12.869,131.639,2021-08-23,8,2021,Crocodylus johnstoni,8.0,1
-12.869,131.64,2021-08-23,8,2021,Crocodylus johnstoni,7.0,1
-12.868,131.639,2021-08-23,8,2021,Crocodylus johnstoni,4.0,1
-12.867,131.206,2022-07-17,7,2022,Crocodylus,0.0,1
-12.867,131.638,2021-08-23,8,2021,Crocodylus johnstoni,10.0,1
-12.865,131.206,2021-08-12,8,2021,Crocodylus porosus,6.0,1
-12.864,131.206,2021-07-28,7,2021,Crocodylus,0.0,1
-12.863,131.204,2021-08-12,8,2021,Crocodylus porosus,5.5,2
-12.863,131.204,2022-07-17,7,2022,Crocodylus,0.0,2
-12.863,131.205,2021-07-28,7,2021,Crocodylus porosus,9.0,1
-12.862,131.203,2021-07-28,7,2021,Crocodylus,0.0,1
-12.862,131.203,2021-08-12,8,2021,Crocodylus porosus,5.0,1
-12.862,131.205,2022-07-17,7,2022,Crocodylus,0.0,1
-12.862,131.206,2021-08-12,8,2021,Crocodylus porosus,11.0,1
-12.861,131.635,2021-08-23,8,2021,Crocodylus,0.0,1
-12.859,131.203,2022-07-17,7,2022,Crocodylus porosus,12.0,1
-12.857,131.204,2021-07-28,7,2021,Crocodylus,0.0,2
-12.855,131.633,2021-08-23,8,2021,Crocodylus johnstoni,10.0,1
-12.854,131.633,2021-08-23,8,2021,Crocodylus johnstoni,2.0,2
-12.854,131.634,2021-08-23,8,2021,Crocodylus johnstoni,9.0,1
-12.853,131.206,2021-08-12,8,2021,Crocodylus porosus,13.0,1
-12.852,131.634,2021-08-23,8,2021,Crocodylus,0.0,1
-12.851,131.207,2022-07-17,7,2022,Crocodylus porosus,12.0,1
-12.849,131.208,2022-07-17,7,2022,Crocodylus porosus,10.0,1
-12.849,131.634,2021-08-23,8,2021,Crocodylus johnstoni,5.0,2
-12.847,131.635,2021-08-23,8,2021,Crocodylus,0.0,1
-12.845,131.207,2021-07-28,7,2021,Crocodylus,0.0,1
-12.845,131.634,2021-08-23,8,2021,Crocodylus,0.0,1
-12.844,131.207,2021-07-28,7,2021,Crocodylus johnstoni,7.0,1
-12.844,131.207,2022-07-17,7,2022,Crocodylus,0.0,1
-12.844,131.633,2021-08-23,8,2021,Crocodylus johnstoni,4.25,4
-12.843,131.207,2021-07-28,7,2021,Crocodylus porosus,8.0,1
-12.843,131.207,2021-08-12,8,2021,Crocodylus porosus,12.0,1
-12.843,131.633,2021-08-23,8,2021,Crocodylus johnstoni,6.75,4
-12.843,131.634,2021-08-23,8,2021,Crocodylus johnstoni,8.0,1
-12.842,131.207,2021-07-28,7,2021,Crocodylus porosus,9.0,1
-12.842,131.207,2022-07-17,7,2022,Crocodylus,0.0,1
-12.842,131.632,2021-08-23,8,2021,Crocodylus,0.0,1
-12.841,131.632,2021-08-23,8,2021,Crocodylus johnstoni,10.0,1
-12.84,131.207,2022-07-17,7,2022,Crocodylus porosus,5.0,1
-12.839,131.632,2021-08-23,8,2021,Crocodylus porosus,14.0,1
-12.838,131.207,2021-07-28,7,2021,Crocodylus porosus,9.0,1
-12.838,131.207,2021-08-12,8,2021,Crocodylus porosus,10.0,1
-12.838,131.207,2022-07-17,7,2022,Crocodylus porosus,9.0,1
-12.838,131.632,2021-08-23,8,2021,Crocodylus,0.0,3
-12.837,131.633,2021-08-23,8,2021,Crocodylus porosus,8.333333333333334,3
-12.835,131.208,2021-07-28,7,2021,Crocodylus,0.0,1
-12.835,131.208,2021-08-12,8,2021,Crocodylus porosus,10.0,1
-12.833,131.209,2021-07-28,7,2021,Crocodylus porosus,2.0,1
-12.833,131.209,2022-07-17,7,2022,Crocodylus,0.0,2
-12.832,131.21,2021-08-12,8,2021,Crocodylus porosus,6.0,1
-12.831,131.21,2021-07-28,7,2021,Crocodylus porosus,5.0,1
-12.831,131.21,2021-08-12,8,2021,Crocodylus johnstoni,7.0,2
-12.826,131.209,2021-07-28,7,2021,Crocodylus porosus,6.5,2
-12.826,131.209,2021-08-12,8,2021,Crocodylus porosus,14.0,1
-12.826,131.209,2022-07-17,7,2022,Crocodylus porosus,10.0,1
-12.825,131.209,2021-07-28,7,2021,Crocodylus porosus,2.0,1
-12.825,131.209,2021-08-12,8,2021,Crocodylus porosus,5.0,1
-12.825,131.209,2022-07-17,7,2022,Crocodylus,0.0,1
-12.823,131.208,2021-07-28,7,2021,Crocodylus porosus,11.5,2
-12.823,131.208,2021-08-12,8,2021,Crocodylus porosus,2.5,2
-12.821,131.21,2021-07-28,7,2021,Crocodylus porosus,12.0,1
-12.821,131.21,2021-08-12,8,2021,Crocodylus,0.0,1
-12.821,131.211,2021-07-28,7,2021,Crocodylus porosus,8.0,1
-12.821,131.211,2022-07-17,7,2022,Crocodylus,0.0,1
-12.821,131.212,2021-07-28,7,2021,Crocodylus porosus,10.0,1
-12.821,131.213,2022-07-17,7,2022,Crocodylus porosus,17.0,1
-12.821,131.214,2021-07-28,7,2021,Crocodylus porosus,10.0,1
-12.821,131.214,2022-07-17,7,2022,Crocodylus,0.0,1
-12.821,131.216,2021-07-28,7,2021,Crocodylus,0.0,1
-12.821,131.217,2021-08-12,8,2021,Crocodylus porosus,10.0,1
-12.821,131.217,2022-07-17,7,2022,Crocodylus porosus,10.0,1
-12.82,131.216,2021-08-12,8,2021,Crocodylus johnstoni,7.0,1
-12.82,131.217,2021-08-12,8,2021,Crocodylus,0.0,1
-12.82,131.217,2022-07-17,7,2022,Crocodylus,0.0,1
-12.82,131.218,2021-07-28,7,2021,Crocodylus porosus,8.0,1
-12.82,131.218,2022-07-17,7,2022,Crocodylus porosus,6.0,1
-12.819,131.219,2022-07-17,7,2022,Crocodylus porosus,12.0,1
-12.818,131.218,2021-07-28,7,2021,Crocodylus porosus,14.0,1
-12.818,131.218,2022-07-17,7,2022,Crocodylus,0.0,1
-12.817,131.218,2022-07-17,7,2022,Crocodylus,0.0,1
-12.816,131.218,2021-08-12,8,2021,Crocodylus,0.0,1
-12.815,131.218,2021-08-12,8,2021,Crocodylus porosus,2.0,1
-12.813,131.218,2021-07-28,7,2021,Crocodylus porosus,9.0,1
-12.808,131.217,2021-08-12,8,2021,Crocodylus porosus,6.0,1
-12.806,131.215,2021-07-28,7,2021,Crocodylus porosus,13.0,1
-12.806,131.216,2022-07-17,7,2022,Crocodylus porosus,18.0,1
-12.805,131.214,2021-07-28,7,2021,Crocodylus porosus,4.0,1
-12.805,131.214,2021-08-12,8,2021,Crocodylus porosus,4.0,1
-12.804,131.214,2021-07-28,7,2021,Crocodylus,0.0,1
-12.804,131.217,2021-07-28,7,2021,Crocodylus porosus,8.0,1
-12.804,131.217,2021-08-12,8,2021,Crocodylus porosus,7.0,1
-12.804,131.218,2021-07-28,7,2021,Crocodylus porosus,6.0,1
-12.803,131.215,2021-08-12,8,2021,Crocodylus porosus,11.0,1
-12.803,131.217,2021-07-28,7,2021,Crocodylus porosus,8.0,1
-12.801,131.222,2022-07-17,7,2022,Crocodylus porosus,14.0,1
-12.801,131.223,2021-07-28,7,2021,Crocodylus porosus,6.0,1
-12.8,131.223,2022-07-17,7,2022,Crocodylus porosus,13.0,1
-12.797,131.225,2022-07-17,7,2022,Crocodylus porosus,7.0,2
-12.797,131.226,2022-07-17,7,2022,Crocodylus porosus,5.0,1
-12.796,131.225,2021-08-12,8,2021,Crocodylus porosus,10.0,1
-12.796,131.226,2022-07-17,7,2022,Crocodylus porosus,4.5,2
-12.795,131.226,2021-07-28,7,2021,Crocodylus porosus,9.5,2
-12.795,131.226,2022-07-17,7,2022,Crocodylus johnstoni,6.5,2
-12.795,131.227,2021-08-12,8,2021,Crocodylus porosus,10.0,2
-12.795,131.227,2022-07-17,7,2022,Crocodylus porosus,10.0,1
-12.794,131.227,2021-07-28,7,2021,Crocodylus porosus,4.5,2
-12.794,131.227,2021-08-12,8,2021,Crocodylus porosus,11.5,2
-12.794,131.227,2022-07-17,7,2022,Crocodylus porosus,7.666666666666667,3
-12.793,131.227,2021-07-28,7,2021,Crocodylus porosus,6.0,1
-12.793,131.228,2021-07-28,7,2021,Crocodylus johnstoni,6.0,1
-12.793,131.228,2022-07-17,7,2022,Crocodylus porosus,12.0,1
-12.792,131.228,2021-07-28,7,2021,Crocodylus johnstoni,7.0,1
-12.792,131.228,2021-08-12,8,2021,Crocodylus porosus,17.0,1
-12.792,131.228,2022-07-17,7,2022,Crocodylus porosus,9.0,1
-12.792,131.229,2021-07-28,7,2021,Crocodylus porosus,6.0,1
-12.791,131.229,2021-08-12,8,2021,Crocodylus,0.0,1
-12.791,131.229,2022-07-17,7,2022,Crocodylus porosus,3.0,2
-12.79,131.229,2021-07-28,7,2021,Crocodylus porosus,3.0,2
-12.79,131.229,2021-08-12,8,2021,Crocodylus porosus,9.0,2
-12.79,131.229,2022-07-17,7,2022,Crocodylus porosus,2.0,1
-12.789,131.231,2022-07-17,7,2022,Crocodylus porosus,6.0,1
-12.789,131.233,2021-07-28,7,2021,Crocodylus,0.0,1
-12.789,131.233,2022-07-17,7,2022,Crocodylus porosus,8.0,1
-12.789,131.234,2022-07-17,7,2022,Crocodylus,0.0,1
-12.789,131.235,2021-08-12,8,2021,Crocodylus porosus,9.0,1
-12.789,131.236,2021-08-12,8,2021,Crocodylus,0.0,1
-12.788,131.231,2021-08-12,8,2021,Crocodylus,0.0,1
-12.788,131.231,2022-07-17,7,2022,Crocodylus,0.0,1
-12.788,131.235,2022-07-17,7,2022,Crocodylus porosus,5.0,1
-12.788,131.236,2021-07-28,7,2021,Crocodylus porosus,9.0,2
-12.788,131.236,2021-08-12,8,2021,Crocodylus porosus,10.0,1
-12.788,131.236,2022-07-17,7,2022,Crocodylus,0.0,1
-12.787,131.235,2021-07-28,7,2021,Crocodylus porosus,9.0,2
-12.786,131.235,2021-08-12,8,2021,Crocodylus porosus,13.0,1
-12.786,131.238,2022-07-17,7,2022,Crocodylus,0.0,1
-12.785,131.236,2022-07-17,7,2022,Crocodylus,0.0,1
-12.785,131.61,2021-08-23,8,2021,Crocodylus,0.0,1
-12.784,131.239,2021-08-12,8,2021,Crocodylus porosus,10.0,1
-12.784,131.239,2022-07-17,7,2022,Crocodylus,0.0,1
-12.783,131.239,2021-07-28,7,2021,Crocodylus porosus,7.0,2
-12.783,131.252,2021-07-28,7,2021,Crocodylus porosus,5.0,1
-12.782,131.24,2022-07-17,7,2022,Crocodylus porosus,7.0,1
-12.782,131.25,2021-08-12,8,2021,Crocodylus porosus,10.0,1
-12.782,131.253,2021-08-12,8,2021,Crocodylus porosus,11.0,1
-12.781,131.239,2021-07-28,7,2021,Crocodylus porosus,11.0,1
-12.781,131.239,2022-07-17,7,2022,Crocodylus porosus,2.0,1
-12.781,131.24,2021-08-12,8,2021,Crocodylus porosus,12.0,1
-12.781,131.248,2021-07-28,7,2021,Crocodylus porosus,11.0,1
-12.781,131.248,2022-07-17,7,2022,Crocodylus porosus,13.0,1
-12.781,131.249,2021-08-12,8,2021,Crocodylus porosus,10.0,1
-12.781,131.254,2021-07-28,7,2021,Crocodylus porosus,12.0,1
-12.781,131.254,2021-08-12,8,2021,Crocodylus porosus,8.0,1
-12.781,131.254,2022-07-17,7,2022,Crocodylus porosus,4.0,1
-12.781,131.258,2021-08-12,8,2021,Crocodylus porosus,12.0,1
-12.78,131.24,2021-08-12,8,2021,Crocodylus porosus,6.0,1
-12.78,131.24,2022-07-17,7,2022,Crocodylus porosus,2.0,3
-12.78,131.241,2021-08-12,8,2021,Crocodylus,0.0,1
-12.78,131.246,2022-07-17,7,2022,Crocodylus porosus,10.0,1
-12.78,131.255,2022-07-17,7,2022,Crocodylus porosus,2.0,1
-12.78,131.256,2022-07-17,7,2022,Crocodylus porosus,5.0,1
-12.78,131.257,2021-07-28,7,2021,Crocodylus porosus,6.0,1
-12.78,131.257,2022-07-17,7,2022,Crocodylus porosus,2.0,1
-12.78,131.258,2022-07-17,7,2022,Crocodylus porosus,10.0,1
-12.78,131.259,2021-08-12,8,2021,Crocodylus,0.0,1
-12.779,131.241,2022-07-17,7,2022,Crocodylus porosus,3.0,1
-12.779,131.243,2021-07-28,7,2021,Crocodylus porosus,10.0,2
-12.779,131.243,2021-08-12,8,2021,Crocodylus porosus,10.0,2
-12.779,131.243,2022-07-17,7,2022,Crocodylus porosus,12.0,1
-12.779,131.245,2021-08-12,8,2021,Crocodylus porosus,9.0,1
-12.779,131.26,2021-07-28,7,2021,Crocodylus,0.0,1
-12.778,131.26,2022-07-17,7,2022,Crocodylus porosus,4.0,1
-12.778,131.612,2021-08-23,8,2021,Crocodylus johnstoni,4.0,2
-12.777,131.259,2021-08-12,8,2021,Crocodylus porosus,4.0,1
-12.777,131.26,2022-07-17,7,2022,Crocodylus porosus,2.0,1
-12.776,131.26,2021-07-28,7,2021,Crocodylus porosus,13.0,1
-12.776,131.26,2022-07-17,7,2022,Crocodylus porosus,7.0,1
-12.775,131.261,2022-07-17,7,2022,Crocodylus porosus,14.0,1
-12.775,131.611,2021-08-23,8,2021,Crocodylus johnstoni,11.0,2
-12.774,131.26,2021-07-28,7,2021,Crocodylus porosus,8.5,2
-12.773,131.258,2022-07-17,7,2022,Crocodylus porosus,3.5,2
-12.773,131.259,2021-08-12,8,2021,Crocodylus porosus,11.0,1
-12.773,131.26,2021-08-12,8,2021,Crocodylus,0.0,1
-12.773,131.26,2022-07-17,7,2022,Crocodylus porosus,9.0,3
-12.773,131.612,2021-08-23,8,2021,Crocodylus porosus,5.5,2
-12.772,131.255,2022-07-17,7,2022,Crocodylus porosus,4.0,1
-12.772,131.256,2021-07-28,7,2021,Crocodylus,0.0,2
-12.772,131.256,2021-08-12,8,2021,Crocodylus porosus,9.0,1
-12.772,131.256,2022-07-17,7,2022,Crocodylus porosus,6.0,1
-12.772,131.611,2021-08-23,8,2021,Crocodylus,0.0,1
-12.771,131.254,2021-08-12,8,2021,Crocodylus porosus,11.0,1
-12.771,131.254,2022-07-17,7,2022,Crocodylus porosus,2.0,2
-12.77,131.254,2022-07-17,7,2022,Crocodylus porosus,6.5,2
-12.769,131.254,2021-07-28,7,2021,Crocodylus porosus,7.5,2
-12.769,131.254,2022-07-17,7,2022,Crocodylus porosus,5.5,2
-12.769,131.268,2022-07-17,7,2022,Crocodylus porosus,14.0,1
-12.769,131.269,2021-07-28,7,2021,Crocodylus porosus,7.0,2
-12.769,131.271,2021-08-12,8,2021,Crocodylus porosus,12.0,1
-12.769,131.272,2022-07-17,7,2022,Crocodylus porosus,4.0,2
-12.768,131.257,2021-07-28,7,2021,Crocodylus porosus,5.333333333333333,3
-12.768,131.257,2021-08-12,8,2021,Crocodylus porosus,5.0,1
-12.768,131.258,2021-07-28,7,2021,Crocodylus porosus,8.0,2
-12.768,131.258,2021-08-12,8,2021,Crocodylus porosus,12.0,1
-12.768,131.259,2021-08-12,8,2021,Crocodylus porosus,5.0,1
-12.768,131.259,2022-07-17,7,2022,Crocodylus porosus,5.0,1
-12.768,131.264,2021-08-12,8,2021,Crocodylus,0.0,1
-12.768,131.264,2022-07-17,7,2022,Crocodylus porosus,10.0,1
-12.768,131.265,2021-08-12,8,2021,Crocodylus porosus,5.0,1
-12.768,131.265,2022-07-17,7,2022,Crocodylus porosus,8.0,1
-12.768,131.266,2022-07-17,7,2022,Crocodylus porosus,2.0,1
-12.768,131.268,2021-07-28,7,2021,Crocodylus porosus,16.0,1
-12.767,131.256,2021-07-28,7,2021,Crocodylus porosus,12.0,1
-12.767,131.256,2021-08-12,8,2021,Crocodylus porosus,11.0,2
-12.767,131.256,2022-07-17,7,2022,Crocodylus porosus,2.0,1
-12.767,131.258,2022-07-17,7,2022,Crocodylus porosus,2.0,2
-12.767,131.26,2021-07-28,7,2021,Crocodylus porosus,10.0,1
-12.767,131.26,2022-07-17,7,2022,Crocodylus,0.0,1
-12.767,131.261,2022-07-17,7,2022,Crocodylus porosus,2.0,1
-12.767,131.263,2022-07-17,7,2022,Crocodylus porosus,8.5,2
-12.767,131.264,2021-07-28,7,2021,Crocodylus porosus,10.5,2
-12.767,131.273,2021-07-28,7,2021,Crocodylus porosus,11.0,1
-12.767,131.273,2021-08-12,8,2021,Crocodylus porosus,11.0,1
-12.767,131.608,2021-08-23,8,2021,Crocodylus johnstoni,10.5,2
-12.766,131.261,2021-08-12,8,2021,Crocodylus,0.0,1
-12.766,131.262,2021-08-12,8,2021,Crocodylus porosus,7.0,1
-12.766,131.262,2022-07-17,7,2022,Crocodylus porosus,2.0,2
-12.766,131.609,2021-08-23,8,2021,Crocodylus johnstoni,4.0,2
-12.766,131.61,2021-08-23,8,2021,Crocodylus johnstoni,2.0,1
-12.766,131.615,2021-08-23,8,2021,Crocodylus johnstoni,8.166666666666666,6
-12.765,131.274,2022-07-17,7,2022,Crocodylus porosus,17.0,1
-12.765,131.611,2021-08-23,8,2021,Crocodylus johnstoni,10.0,1
-12.765,131.612,2021-08-23,8,2021,Crocodylus johnstoni,7.5,2
-12.765,131.613,2021-08-23,8,2021,Crocodylus porosus,11.0,1
-12.765,131.614,2021-08-23,8,2021,Crocodylus,0.0,1
-12.765,131.615,2021-08-23,8,2021,Crocodylus,0.0,1
-12.763,131.62,2021-08-23,8,2021,Crocodylus johnstoni,11.0,1
-12.76,131.621,2021-08-23,8,2021,Crocodylus johnstoni,7.0,1
-12.76,131.622,2021-08-23,8,2021,Crocodylus johnstoni,5.0,4
-12.759,131.275,2022-07-17,7,2022,Crocodylus porosus,8.0,2
-12.759,131.623,2021-08-23,8,2021,Crocodylus johnstoni,4.875,8
-12.758,131.275,2021-08-12,8,2021,Crocodylus porosus,8.0,1
-12.758,131.286,2022-07-17,7,2022,Crocodylus porosus,2.0,1
-12.758,131.287,2022-07-17,7,2022,Crocodylus porosus,10.0,1
-12.758,131.29,2022-07-17,7,2022,Crocodylus porosus,7.0,3
-12.758,131.291,2022-07-17,7,2022,Crocodylus porosus,2.0,1
-12.758,131.292,2022-07-17,7,2022,Crocodylus porosus,14.0,1
-12.758,131.623,2021-08-23,8,2021,Crocodylus johnstoni,7.5,2
-12.758,131.624,2021-08-23,8,2021,Crocodylus johnstoni,8.666666666666666,3
-12.757,131.276,2021-07-28,7,2021,Crocodylus porosus,6.0,1
-12.757,131.277,2022-07-17,7,2022,Crocodylus porosus,9.0,2
-12.757,131.278,2021-07-28,7,2021,Crocodylus,0.0,1
-12.757,131.278,2021-08-12,8,2021,Crocodylus porosus,2.75,4
-12.757,131.289,2022-07-17,7,2022,Crocodylus porosus,14.0,1
-12.757,131.625,2021-08-23,8,2021,Crocodylus porosus,9.0,1
-12.756,131.277,2021-07-28,7,2021,Crocodylus,0.0,1
-12.756,131.278,2021-07-28,7,2021,Crocodylus porosus,9.0,1
-12.756,131.279,2021-08-12,8,2021,Crocodylus porosus,10.0,1
-12.756,131.279,2022-07-17,7,2022,Crocodylus porosus,9.0,1
-12.756,131.28,2022-07-17,7,2022,Crocodylus porosus,2.0,1
-12.756,131.285,2022-07-17,7,2022,Crocodylus porosus,8.5,2
-12.756,131.624,2021-08-23,8,2021,Crocodylus porosus,5.5,2
-12.755,131.279,2021-07-28,7,2021,Crocodylus,0.0,1
-12.755,131.28,2021-07-28,7,2021,Crocodylus,0.0,1
-12.755,131.28,2022-07-17,7,2022,Crocodylus porosus,10.0,2
-12.755,131.281,2021-08-12,8,2021,Crocodylus porosus,10.0,1
-12.755,131.282,2021-07-28,7,2021,Crocodylus porosus,9.0,1
-12.755,131.282,2021-08-12,8,2021,Crocodylus porosus,17.0,1
-12.755,131.283,2022-07-17,7,2022,Crocodylus porosus,15.0,1
-12.755,131.284,2022-07-17,7,2022,Crocodylus porosus,14.0,2
-12.754,131.282,2021-07-28,7,2021,Crocodylus porosus,12.5,2
-12.754,131.283,2021-07-28,7,2021,Crocodylus porosus,4.0,1
-12.754,131.283,2021-08-12,8,2021,Crocodylus porosus,9.5,2
-12.754,131.283,2022-07-17,7,2022,Crocodylus porosus,11.0,2
-12.754,131.628,2021-08-23,8,2021,Crocodylus porosus,8.0,1
-12.753,131.282,2022-07-17,7,2022,Crocodylus porosus,13.0,1
-12.753,131.628,2021-08-23,8,2021,Crocodylus johnstoni,8.0,1
-12.752,131.282,2021-07-28,7,2021,Crocodylus porosus,12.0,1
-12.752,131.282,2022-07-17,7,2022,Crocodylus porosus,2.0,1
-12.752,131.283,2021-07-28,7,2021,Crocodylus porosus,9.0,1
-12.752,131.283,2021-08-12,8,2021,Crocodylus porosus,5.0,2
-12.752,131.627,2021-08-23,8,2021,Crocodylus porosus,11.0,1
-12.752,131.628,2021-08-23,8,2021,Crocodylus porosus,7.5,2
-12.751,131.282,2022-07-17,7,2022,Crocodylus porosus,4.4,5
-12.751,131.283,2021-07-28,7,2021,Crocodylus porosus,7.0,1
-12.751,131.689,2021-08-24,8,2021,Crocodylus porosus,10.0,1
-12.75,131.688,2021-08-24,8,2021,Crocodylus johnstoni,4.0,2
-12.749,131.282,2021-08-12,8,2021,Crocodylus porosus,8.0,1
-12.749,131.282,2022-07-17,7,2022,Crocodylus porosus,2.0,1
-12.749,131.687,2021-08-24,8,2021,Crocodylus porosus,11.0,1
-12.749,131.688,2021-08-24,8,2021,Crocodylus,0.0,1
-12.748,131.281,2022-07-17,7,2022,Crocodylus porosus,2.0,2
-12.748,131.282,2021-07-28,7,2021,Crocodylus porosus,6.0,1
-12.748,131.681,2021-08-24,8,2021,Crocodylus porosus,4.5,2
-12.748,131.683,2021-08-24,8,2021,Crocodylus,0.0,2
-12.748,131.684,2021-08-24,8,2021,Crocodylus,0.0,1
-12.748,131.685,2021-08-24,8,2021,Crocodylus,0.0,1
-12.748,131.686,2021-08-24,8,2021,Crocodylus,0.0,1
-12.747,131.281,2021-07-28,7,2021,Crocodylus,0.0,1
-12.747,131.281,2022-07-17,7,2022,Crocodylus porosus,9.0,1
-12.747,131.282,2022-07-17,7,2022,Crocodylus porosus,5.5,2
-12.746,131.281,2021-07-28,7,2021,Crocodylus porosus,6.75,4
-12.746,131.281,2021-08-12,8,2021,Crocodylus porosus,6.0,1
-12.746,131.281,2022-07-17,7,2022,Crocodylus porosus,10.0,1
-12.746,131.634,2021-08-23,8,2021,Crocodylus johnstoni,3.0,2
-12.746,131.677,2021-08-24,8,2021,Crocodylus porosus,12.0,1
-12.745,131.281,2021-08-12,8,2021,Crocodylus porosus,8.0,1
-12.745,131.281,2022-07-17,7,2022,Crocodylus porosus,8.0,1
-12.745,131.676,2021-08-24,8,2021,Crocodylus,0.0,1
-12.744,131.281,2021-07-28,7,2021,Crocodylus porosus,4.0,2
-12.744,131.281,2021-08-12,8,2021,Crocodylus porosus,6.0,1
-12.744,131.636,2021-08-23,8,2021,Crocodylus porosus,11.0,1
-12.744,131.637,2021-08-23,8,2021,Crocodylus,0.0,1
-12.744,131.676,2021-08-24,8,2021,Crocodylus,0.0,1
-12.743,131.281,2022-07-17,7,2022,Crocodylus porosus,7.0,1
-12.743,131.675,2021-08-24,8,2021,Crocodylus porosus,14.0,1
-12.742,131.281,2021-07-28,7,2021,Crocodylus porosus,11.0,1
-12.742,131.674,2021-08-24,8,2021,Crocodylus porosus,9.0,2
-12.741,131.281,2021-08-12,8,2021,Crocodylus,0.0,1
-12.741,131.282,2022-07-17,7,2022,Crocodylus porosus,9.0,1
-12.741,131.633,2021-08-23,8,2021,Crocodylus johnstoni,9.0,1
-12.741,131.634,2021-08-23,8,2021,Crocodylus,0.0,1
-12.74,131.629,2021-08-23,8,2021,Crocodylus porosus,12.0,2
-12.74,131.63,2021-08-23,8,2021,Crocodylus porosus,10.0,1
-12.74,131.631,2021-08-23,8,2021,Crocodylus porosus,10.5,2
-12.739,131.282,2021-07-28,7,2021,Crocodylus,0.0,1
-12.739,131.282,2022-07-17,7,2022,Crocodylus porosus,2.0,1
-12.738,131.282,2021-07-28,7,2021,Crocodylus porosus,11.0,1
-12.738,131.283,2021-07-28,7,2021,Crocodylus porosus,13.0,1
-12.738,131.283,2021-08-12,8,2021,Crocodylus porosus,16.0,1
-12.738,131.283,2022-07-17,7,2022,Crocodylus porosus,11.0,1
-12.738,131.652,2021-08-25,8,2021,Crocodylus,0.0,3
-12.738,131.668,2021-08-24,8,2021,Crocodylus,0.0,1
-12.737,131.283,2022-07-17,7,2022,Crocodylus porosus,3.0,1
-12.737,131.284,2021-08-12,8,2021,Crocodylus porosus,2.0,1
-12.737,131.284,2022-07-17,7,2022,Crocodylus porosus,2.0,1
-12.737,131.666,2021-08-24,8,2021,Crocodylus johnstoni,10.0,1
-12.736,131.284,2022-07-17,7,2022,Crocodylus,0.0,5
-12.736,131.653,2021-08-25,8,2021,Crocodylus porosus,11.0,1
-12.735,131.279,2021-08-12,8,2021,Crocodylus porosus,10.0,1
-12.735,131.281,2022-07-17,7,2022,Crocodylus,0.0,1
-12.735,131.283,2021-07-28,7,2021,Crocodylus,0.0,1
-12.735,131.654,2021-08-25,8,2021,Crocodylus,0.0,1
-12.734,131.654,2021-08-25,8,2021,Crocodylus,0.0,1
-12.733,131.277,2022-07-17,7,2022,Crocodylus porosus,10.5,2
-12.733,131.646,2021-08-25,8,2021,Crocodylus porosus,10.0,1
-12.732,131.276,2021-07-28,7,2021,Crocodylus porosus,2.0,1
-12.732,131.277,2021-08-15,8,2021,Crocodylus porosus,2.0,1
-12.732,131.277,2022-07-17,7,2022,Crocodylus porosus,6.0,2
-12.732,131.629,2021-08-23,8,2021,Crocodylus,0.0,1
-12.732,131.647,2021-08-25,8,2021,Crocodylus,0.0,2
-12.732,131.654,2021-08-25,8,2021,Crocodylus porosus,17.0,1
-12.731,131.276,2021-07-28,7,2021,Crocodylus porosus,17.0,1
-12.731,131.276,2022-07-17,7,2022,Crocodylus porosus,3.0,1
