Latitude__,Longitude,Date,Month,Year,Species,Size (feet),Encounters
-14.405,131.585,2021-06-25,6,2021,Crocodylus,0.0,1
-14.403,131.584,2021-06-25,6,2021,Crocodylus,0.0,1
-14.402,131.584,2021-06-25,6,2021,Crocodylus johnstoni,5.0,1
-14.4,131.585,2021-06-25,6,2021,Crocodylus,0.0,1
-14.397,131.585,2021-06-25,6,2021,Crocodylus johnstoni,5.0,2
-14.395,131.586,2021-06-25,6,2021,Crocodylus johnstoni,3.5,2
-14.393,131.585,2021-06-25,6,2021,Crocodylus,0.0,1
-14.39,131.583,2021-06-25,6,2021,Crocodylus johnstoni,6.5,2
-14.389,131.583,2021-06-25,6,2021,Crocodylus,0.0,1
-14.386,131.58,2021-06-25,6,2021,Crocodylus johnstoni,6.0,1
-14.384,131.58,2021-06-25,6,2021,Crocodylus,0.0,4
-14.383,131.58,2021-06-25,6,2021,Crocodylus,0.0,1
-14.382,131.58,2021-06-25,6,2021,Crocodylus,0.0,1
-14.38,131.579,2021-06-25,6,2021,Crocodylus,0.0,1
-14.377,131.579,2021-06-25,6,2021,Crocodylus,0.0,2
-14.373,131.577,2021-06-25,6,2021,Crocodylus johnstoni,2.0,1
-14.373,131.578,2021-06-25,6,2021,Crocodylus,0.0,1
-14.365,131.557,2021-06-25,6,2021,Crocodylus,0.0,1
-14.365,131.562,2021-06-25,6,2021,Crocodylus,0.0,2
-14.364,131.575,2021-06-25,6,2021,Crocodylus,0.0,1
-14.362,131.565,2021-06-25,6,2021,Crocodylus,0.0,1
-14.362,131.575,2021-06-25,6,2021,Crocodylus johnstoni,4.0,1
-14.36,131.568,2021-06-25,6,2021,Crocodylus,0.0,1
-14.36,131.576,2021-06-25,6,2021,Crocodylus,0.0,1
-14.357,131.572,2021-06-25,6,2021,Crocodylus,0.0,1
-14.066,131.227,2021-06-23,6,2021,Crocodylus,0.0,3
-14.065,131.226,2021-06-23,6,2021,Crocodylus porosus,6.0,1
-14.065,131.227,2021-06-23,6,2021,Crocodylus,0.0,1
-14.058,131.224,2021-06-23,6,2021,Crocodylus,0.0,1
-14.056,131.221,2021-06-23,6,2021,Crocodylus,0.0,1
-14.054,131.218,2021-06-23,6,2021,Crocodylus johnstoni,4.0,1
-14.054,131.219,2021-06-23,6,2021,Crocodylus,0.0,1
-14.053,131.214,2021-06-23,6,2021,Crocodylus,0.0,1
-14.053,131.215,2021-06-23,6,2021,Crocodylus johnstoni,6.0,1
-14.053,131.216,2021-06-23,6,2021,Crocodylus johnstoni,5.0,1
-14.052,131.212,2021-06-23,6,2021,Crocodylus,0.0,1
-14.049,131.209,2021-06-23,6,2021,Crocodylus porosus,2.4,5
-14.044,131.211,2021-06-23,6,2021,Crocodylus,0.0,1
-14.04,131.213,2021-06-23,6,2021,Crocodylus porosus,10.0,1
-14.031,131.216,2021-06-23,6,2021,Crocodylus,0.0,1
-14.028,131.216,2021-06-23,6,2021,Crocodylus,0.0,1
-14.025,131.217,2021-06-23,6,2021,Crocodylus johnstoni,2.0,2
-14.022,131.219,2021-06-23,6,2021,Crocodylus,0.0,1
-14.021,131.223,2021-06-23,6,2021,Crocodylus,0.0,2
-14.021,131.224,2021-06-23,6,2021,Crocodylus johnstoni,6.5,2
-14.021,131.225,2021-06-23,6,2021,Crocodylus johnstoni,3.0,1
-14.021,131.23,2021-06-23,6,2021,Crocodylus johnstoni,4.0,2
-14.02,131.235,2021-06-23,6,2021,Crocodylus,0.0,1
-14.018,131.238,2021-06-23,6,2021,Crocodylus,0.0,1
-14.018,131.239,2021-06-23,6,2021,Crocodylus johnstoni,6.0,1
-14.013,131.242,2021-06-23,6,2021,Crocodylus,0.0,2
-14.012,131.242,2021-06-23,6,2021,Crocodylus,0.0,1
-14.011,131.243,2021-06-23,6,2021,Crocodylus johnstoni,5.0,1
-14.01,131.243,2021-06-23,6,2021,Crocodylus johnstoni,8.0,2
-14.007,131.242,2021-06-23,6,2021,Crocodylus johnstoni,4.0,8
-14.006,131.241,2021-06-23,6,2021,Crocodylus johnstoni,4.5,4
-14.005,131.241,2021-06-23,6,2021,Crocodylus johnstoni,6.0,1
-14.004,131.239,2021-06-23,6,2021,Crocodylus johnstoni,3.0,1
-14.002,131.236,2021-06-23,6,2021,Crocodylus,0.0,2
-14.001,131.233,2021-06-23,6,2021,Crocodylus,0.0,1
-14.0,131.231,2021-06-23,6,2021,Crocodylus,0.0,1
-13.998,131.227,2021-06-23,6,2021,Crocodylus,0.0,1
-13.998,131.228,2021-06-23,6,2021,Crocodylus johnstoni,1.5,2
-13.995,131.226,2021-06-23,6,2021,Crocodylus johnstoni,3.0,1
-13.994,131.226,2021-06-23,6,2021,Crocodylus johnstoni,5.0,1
-13.993,131.226,2021-06-23,6,2021,Crocodylus johnstoni,3.0,1
-13.992,131.227,2021-06-23,6,2021,Crocodylus johnstoni,4.0,1
-13.99,131.227,2021-06-23,6,2021,Crocodylus,0.0,1
-13.987,131.227,2021-06-23,6,2021,Crocodylus,0.0,1
-13.986,131.226,2021-06-23,6,2021,Crocodylus johnstoni,4.0,1
-13.984,131.224,2021-06-23,6,2021,Crocodylus johnstoni,2.0,3
-13.983,131.216,2021-06-23,6,2021,Crocodylus johnstoni,3.0,2
-13.983,131.221,2021-06-23,6,2021,Crocodylus johnstoni,2.0,2
-13.983,131.223,2021-06-23,6,2021,Crocodylus johnstoni,0.6666666666666666,3
-13.981,131.214,2021-06-23,6,2021,Crocodylus johnstoni,2.0,1
-13.98,131.213,2021-06-23,6,2021,Crocodylus johnstoni,5.0,1
-13.979,131.213,2021-06-23,6,2021,Crocodylus johnstoni,5.0,1
-13.978,131.213,2021-06-23,6,2021,Crocodylus johnstoni,5.0,1
-13.976,131.213,2021-06-23,6,2021,Crocodylus,0.0,1
-13.969,131.2,2021-06-23,6,2021,Crocodylus johnstoni,3.0,1
-13.968,131.203,2021-06-23,6,2021,Crocodylus johnstoni,3.0,1
-13.968,131.204,2021-06-23,6,2021,Crocodylus johnstoni,5.0,1
-13.968,131.212,2021-06-23,6,2021,Crocodylus johnstoni,3.0,1
-13.967,131.206,2021-06-23,6,2021,Crocodylus johnstoni,7.0,1
-13.967,131.207,2021-06-23,6,2021,Crocodylus johnstoni,5.0,1
-13.967,131.208,2021-06-23,6,2021,Crocodylus johnstoni,4.0,1
-13.967,131.209,2021-06-23,6,2021,Crocodylus johnstoni,4.0,2
-13.967,131.21,2021-06-23,6,2021,Crocodylus,0.0,1
-13.964,131.194,2021-06-23,6,2021,Crocodylus,0.0,3
-13.963,131.194,2021-06-23,6,2021,Crocodylus,0.0,3
-13.961,131.193,2021-06-23,6,2021,Crocodylus,0.0,1
-13.958,131.194,2021-06-23,6,2021,Crocodylus johnstoni,1.3333333333333333,3
-13.955,131.194,2021-06-23,6,2021,Crocodylus johnstoni,4.5,2
-13.952,131.195,2021-06-23,6,2021,Crocodylus,0.0,1
-13.951,130.854,2021-06-21,6,2021,Crocodylus johnstoni,8.0,1
-13.95,130.848,2021-06-21,6,2021,Crocodylus johnstoni,1.0,2
-13.95,130.85,2021-06-21,6,2021,Crocodylus johnstoni,5.0,1
-13.95,130.851,2021-06-21,6,2021,Crocodylus,0.0,2
-13.95,130.856,2021-06-21,6,2021,Crocodylus,0.0,1
-13.949,130.844,2021-06-21,6,2021,Crocodylus,0.0,2
-13.949,130.846,2021-06-21,6,2021,Crocodylus,0.0,1
-13.949,131.195,2021-06-23,6,2021,Crocodylus johnstoni,7.0,1
-13.948,130.843,2021-06-21,6,2021,Crocodylus johnstoni,2.0,2
-13.948,130.857,2021-06-21,6,2021,Crocodylus,0.0,1
-13.947,130.857,2021-06-21,6,2021,Crocodylus,0.0,1
-13.947,130.858,2021-06-21,6,2021,Crocodylus porosus,4.5,2
-13.946,130.841,2021-06-21,6,2021,Crocodylus johnstoni,3.0,2
-13.946,130.842,2021-06-21,6,2021,Crocodylus johnstoni,5.5,4
-13.944,130.841,2021-06-21,6,2021,Crocodylus johnstoni,5.0,1
-13.944,130.862,2021-06-21,6,2021,Crocodylus porosus,4.0,2
-13.944,130.863,2021-06-21,6,2021,Crocodylus johnstoni,8.0,1
-13.944,131.193,2021-06-23,6,2021,Crocodylus johnstoni,3.0,1
-13.944,131.194,2021-06-23,6,2021,Crocodylus johnstoni,2.0,1
-13.943,130.84,2021-06-21,6,2021,Crocodylus,0.0,3
-13.943,130.864,2021-06-21,6,2021,Crocodylus,0.0,1
-13.943,130.865,2021-06-21,6,2021,Crocodylus,0.0,1
-13.943,130.867,2021-06-21,6,2021,Crocodylus,0.0,2
-13.943,131.191,2021-06-23,6,2021,Crocodylus johnstoni,7.0,1
-13.943,131.192,2021-06-23,6,2021,Crocodylus,0.0,1
-13.942,130.867,2021-06-21,6,2021,Crocodylus porosus,9.0,1
-13.942,130.868,2021-06-21,6,2021,Crocodylus porosus,6.0,1
-13.942,131.188,2021-06-23,6,2021,Crocodylus porosus,3.0,2
-13.942,131.19,2021-06-23,6,2021,Crocodylus,0.0,1
-13.941,130.84,2021-06-21,6,2021,Crocodylus,0.0,1
-13.941,130.869,2021-06-21,6,2021,Crocodylus porosus,4.0,2
-13.941,130.87,2021-06-21,6,2021,Crocodylus,0.0,1
-13.941,130.871,2021-06-21,6,2021,Crocodylus johnstoni,3.5,2
-13.941,131.185,2021-06-23,6,2021,Crocodylus,0.0,1
-13.941,131.187,2021-06-23,6,2021,Crocodylus,0.0,2
-13.94,130.84,2021-06-21,6,2021,Crocodylus,0.0,1
-13.94,130.873,2021-06-21,6,2021,Crocodylus johnstoni,5.166666666666667,6
-13.939,130.874,2021-06-21,6,2021,Crocodylus johnstoni,2.2,10
-13.939,131.183,2021-06-23,6,2021,Crocodylus johnstoni,6.0,1
-13.939,131.184,2021-06-23,6,2021,Crocodylus johnstoni,5.0,1
-13.938,130.84,2021-06-21,6,2021,Crocodylus porosus,3.3333333333333335,3
-13.936,131.182,2021-06-23,6,2021,Crocodylus,0.0,2
-13.935,131.181,2021-06-23,6,2021,Crocodylus,0.0,1
-13.934,130.876,2021-06-21,6,2021,Crocodylus,0.0,1
-13.934,131.182,2021-06-23,6,2021,Crocodylus johnstoni,3.0,1
-13.933,130.841,2021-06-21,6,2021,Crocodylus,0.0,2
-13.933,130.876,2021-06-21,6,2021,Crocodylus johnstoni,4.0,1
-13.933,131.182,2021-06-23,6,2021,Crocodylus,0.0,2
-13.932,130.841,2021-06-21,6,2021,Crocodylus,0.0,1
-13.932,130.876,2021-06-21,6,2021,Crocodylus johnstoni,4.0,1
-13.932,131.182,2021-06-23,6,2021,Crocodylus,0.0,1
-13.931,130.842,2021-06-21,6,2021,Crocodylus,0.0,1
-13.931,130.876,2021-06-21,6,2021,Crocodylus,0.0,1
-13.931,131.182,2021-06-23,6,2021,Crocodylus,0.0,1
-13.931,131.183,2021-06-23,6,2021,Crocodylus johnstoni,3.0,1
-13.929,131.184,2021-06-23,6,2021,Crocodylus johnstoni,4.0,1
-13.928,131.186,2021-06-23,6,2021,Crocodylus johnstoni,2.0,2
-13.927,130.841,2021-06-21,6,2021,Crocodylus,0.0,2
-13.927,130.877,2021-06-21,6,2021,Crocodylus,0.0,1
-13.927,131.188,2021-06-23,6,2021,Crocodylus johnstoni,3.0,1
-13.927,131.189,2021-06-23,6,2021,Crocodylus johnstoni,7.0,1
-13.927,131.19,2021-06-23,6,2021,Crocodylus johnstoni,2.6666666666666665,3
-13.925,130.877,2021-06-21,6,2021,Crocodylus johnstoni,6.0,1
-13.924,130.84,2021-06-21,6,2021,Crocodylus porosus,7.0,1
-13.924,130.878,2021-06-21,6,2021,Crocodylus,0.0,1
-13.924,131.198,2021-06-23,6,2021,Crocodylus,0.0,1
-13.923,130.878,2021-06-21,6,2021,Crocodylus johnstoni,2.5,2
-13.923,131.199,2021-06-23,6,2021,Crocodylus johnstoni,2.0,2
-13.922,131.2,2021-06-23,6,2021,Crocodylus,0.0,1
-13.922,131.201,2021-06-23,6,2021,Crocodylus johnstoni,5.0,1
-13.92,130.88,2021-06-21,6,2021,Crocodylus johnstoni,8.0,1
-13.92,130.924,2021-06-21,6,2021,Crocodylus,0.0,6
-13.92,130.925,2021-06-21,6,2021,Crocodylus,0.0,2
-13.92,130.926,2021-06-21,6,2021,Crocodylus,0.0,2
-13.919,130.837,2021-06-21,6,2021,Crocodylus johnstoni,5.0,1
-13.919,130.923,2021-06-21,6,2021,Crocodylus,0.0,6
-13.918,130.837,2021-06-21,6,2021,Crocodylus porosus,10.0,1
-13.918,130.881,2021-06-21,6,2021,Crocodylus porosus,8.0,1
-13.917,130.921,2021-06-21,6,2021,Crocodylus johnstoni,3.5,2
-13.917,130.922,2021-06-21,6,2021,Crocodylus,0.0,1
-13.917,130.935,2021-06-21,6,2021,Crocodylus johnstoni,5.0,2
-13.917,130.936,2021-06-21,6,2021,Crocodylus johnstoni,1.0,5
-13.917,131.203,2021-06-23,6,2021,Crocodylus johnstoni,3.0,1
-13.916,130.835,2021-06-21,6,2021,Crocodylus,0.0,1
-13.916,130.883,2021-06-21,6,2021,Crocodylus,0.0,1
-13.916,130.92,2021-06-21,6,2021,Crocodylus,0.0,1
-13.916,130.936,2021-06-21,6,2021,Crocodylus johnstoni,3.4,5
-13.916,130.937,2021-06-21,6,2021,Crocodylus johnstoni,2.6666666666666665,6
-13.916,131.204,2021-06-23,6,2021,Crocodylus,0.0,1
-13.915,130.835,2021-06-21,6,2021,Crocodylus johnstoni,4.666666666666667,3
-13.915,130.884,2021-06-21,6,2021,Crocodylus johnstoni,3.0,2
-13.915,130.918,2021-06-21,6,2021,Crocodylus,0.0,1
-13.915,131.204,2021-06-23,6,2021,Crocodylus johnstoni,4.666666666666667,3
-13.914,130.917,2021-06-21,6,2021,Crocodylus,0.0,1
-13.914,131.204,2021-06-23,6,2021,Crocodylus johnstoni,8.0,1
-13.913,130.885,2021-06-21,6,2021,Crocodylus,0.0,1
-13.913,130.911,2021-06-21,6,2021,Crocodylus,0.0,1
-13.913,130.913,2021-06-21,6,2021,Crocodylus,0.0,1
-13.913,130.941,2021-06-21,6,2021,Crocodylus johnstoni,3.0,2
-13.913,130.971,2021-06-21,6,2021,Crocodylus,0.0,1
-13.913,131.204,2021-06-23,6,2021,Crocodylus johnstoni,5.0,1
-13.912,130.809,2021-06-21,6,2021,Crocodylus johnstoni,6.0,1
-13.912,130.81,2021-06-21,6,2021,Crocodylus,0.0,1
-13.912,130.811,2021-06-21,6,2021,Crocodylus,0.0,1
-13.912,130.833,2021-06-21,6,2021,Crocodylus johnstoni,5.0,1
-13.912,130.834,2021-06-21,6,2021,Crocodylus johnstoni,3.0,1
-13.912,130.886,2021-06-21,6,2021,Crocodylus johnstoni,5.0,3
-13.912,130.907,2021-06-21,6,2021,Crocodylus,0.0,1
-13.912,130.909,2021-06-21,6,2021,Crocodylus,0.0,1
-13.912,130.942,2021-06-21,6,2021,Crocodylus,0.0,1
-13.912,130.969,2021-06-21,6,2021,Crocodylus,0.0,1
-13.911,130.802,2021-06-21,6,2021,Crocodylus,0.0,1
-13.911,130.816,2021-06-21,6,2021,Crocodylus,0.0,2
-13.911,130.833,2021-06-21,6,2021,Crocodylus porosus,11.0,1
-13.911,130.906,2021-06-21,6,2021,Crocodylus,0.0,2
-13.911,130.944,2021-06-21,6,2021,Crocodylus johnstoni,1.0,3
-13.911,130.947,2021-06-21,6,2021,Crocodylus,0.0,1
-13.911,130.95,2021-06-21,6,2021,Crocodylus,0.0,1
-13.911,130.958,2021-06-21,6,2021,Crocodylus johnstoni,2.0,2
-13.911,130.959,2021-06-21,6,2021,Crocodylus,0.0,1
-13.911,130.96,2021-06-21,6,2021,Crocodylus johnstoni,8.5,2
-13.911,130.967,2021-06-21,6,2021,Crocodylus,0.0,1
-13.911,130.969,2021-06-21,6,2021,Crocodylus,0.0,1
-13.91,130.8,2021-06-21,6,2021,Crocodylus porosus,2.0,5
-13.91,130.801,2021-06-21,6,2021,Crocodylus,0.0,1
-13.91,130.818,2021-06-21,6,2021,Crocodylus,0.0,1
-13.91,130.832,2021-06-21,6,2021,Crocodylus johnstoni,6.0,1
-13.91,130.888,2021-06-21,6,2021,Crocodylus,0.0,2
-13.91,130.9,2021-06-21,6,2021,Crocodylus,0.0,1
-13.91,130.901,2021-06-21,6,2021,Crocodylus,0.0,1
-13.91,130.902,2021-06-21,6,2021,Crocodylus,0.0,1
-13.909,130.8,2021-06-21,6,2021,Crocodylus,0.0,3
-13.909,130.823,2021-06-21,6,2021,Crocodylus,0.0,2
-13.909,130.824,2021-06-21,6,2021,Crocodylus,0.0,2
-13.909,130.826,2021-06-21,6,2021,Crocodylus,0.0,2
-13.909,130.888,2021-06-21,6,2021,Crocodylus,0.0,2
-13.909,130.895,2021-06-21,6,2021,Crocodylus porosus,6.0,1
-13.909,130.896,2021-06-21,6,2021,Crocodylus,0.0,1
-13.909,130.897,2021-06-21,6,2021,Crocodylus johnstoni,6.0,1
-13.909,130.898,2021-06-21,6,2021,Crocodylus johnstoni,4.0,1
-13.908,130.8,2021-06-21,6,2021,Crocodylus,0.0,8
-13.908,130.825,2021-06-21,6,2021,Crocodylus,0.0,1
-13.908,130.829,2021-06-21,6,2021,Crocodylus johnstoni,1.5,2
-13.908,130.89,2021-06-21,6,2021,Crocodylus,0.0,1
-13.908,130.892,2021-06-21,6,2021,Crocodylus,0.0,1
-13.908,130.894,2021-06-21,6,2021,Crocodylus,0.0,1
-13.907,130.8,2021-06-21,6,2021,Crocodylus,0.0,1
-13.907,130.831,2021-06-21,6,2021,Crocodylus porosus,2.0,2
-13.907,131.207,2021-06-23,6,2021,Crocodylus johnstoni,2.75,4
-13.906,131.207,2021-06-23,6,2021,Crocodylus,0.0,2
-13.905,131.208,2021-06-23,6,2021,Crocodylus johnstoni,5.0,1
-13.904,130.801,2021-06-21,6,2021,Crocodylus johnstoni,3.0,2
-13.904,131.209,2021-06-23,6,2021,Crocodylus johnstoni,5.0,1
-13.902,131.213,2021-06-23,6,2021,Crocodylus,0.0,1
-13.901,131.215,2021-06-23,6,2021,Crocodylus porosus,8.0,1
-13.9,130.802,2021-06-21,6,2021,Crocodylus johnstoni,7.0,1
-13.899,130.801,2021-06-21,6,2021,Crocodylus,0.0,6
-13.899,131.218,2021-06-23,6,2021,Crocodylus johnstoni,4.5,2
-13.898,130.801,2021-06-21,6,2021,Crocodylus,0.0,4
-13.898,131.219,2021-06-23,6,2021,Crocodylus johnstoni,5.0,1
-13.897,130.8,2021-06-21,6,2021,Crocodylus johnstoni,2.6666666666666665,3
-13.896,130.8,2021-06-21,6,2021,Crocodylus,0.0,1
-13.895,130.797,2021-06-21,6,2021,Crocodylus johnstoni,6.0,1
-13.895,130.799,2021-06-21,6,2021,Crocodylus,0.0,2
-13.895,131.221,2021-06-23,6,2021,Crocodylus johnstoni,3.0,1
-13.894,130.795,2021-06-22,6,2021,Crocodylus,0.0,7
-13.894,130.799,2021-06-21,6,2021,Crocodylus,0.0,1
-13.893,130.755,2021-06-22,6,2021,Crocodylus johnstoni,3.1666666666666665,6
-13.893,130.756,2021-06-22,6,2021,Crocodylus,0.0,1
-13.893,130.757,2021-06-22,6,2021,Crocodylus johnstoni,3.3333333333333335,3
-13.893,130.793,2021-06-22,6,2021,Crocodylus johnstoni,2.5,2
-13.892,130.758,2021-06-22,6,2021,Crocodylus porosus,1.1,10
-13.892,130.791,2021-06-22,6,2021,Crocodylus,0.0,1
-13.892,130.792,2021-06-22,6,2021,Crocodylus,0.0,1
-13.892,131.221,2021-06-23,6,2021,Crocodylus johnstoni,3.0,1
-13.891,130.751,2021-06-22,6,2021,Crocodylus,0.0,1
-13.891,130.752,2021-06-22,6,2021,Crocodylus,0.0,1
-13.891,130.758,2021-06-22,6,2021,Crocodylus johnstoni,1.2,5
-13.89,130.759,2021-06-22,6,2021,Crocodylus johnstoni,2.0,1
-13.889,130.746,2021-06-22,6,2021,Crocodylus,0.0,1
-13.889,131.221,2021-06-23,6,2021,Crocodylus,0.0,1
-13.888,130.746,2021-06-22,6,2021,Crocodylus,0.0,1
-13.888,130.759,2021-06-22,6,2021,Crocodylus johnstoni,2.0,1
-13.888,130.785,2021-06-22,6,2021,Crocodylus,0.0,1
-13.887,130.758,2021-06-22,6,2021,Crocodylus porosus,5.0,2
-13.887,130.783,2021-06-22,6,2021,Crocodylus,0.0,1
-13.887,131.221,2021-06-23,6,2021,Crocodylus,0.0,1
-13.886,130.743,2021-06-22,6,2021,Crocodylus johnstoni,5.0,1
-13.886,130.758,2021-06-22,6,2021,Crocodylus johnstoni,1.5,2
-13.885,130.74,2021-06-22,6,2021,Crocodylus porosus,3.3333333333333335,3
-13.885,130.782,2021-06-22,6,2021,Crocodylus johnstoni,3.0,1
-13.884,130.739,2021-06-22,6,2021,Crocodylus johnstoni,3.0,1
-13.884,130.76,2021-06-22,6,2021,Crocodylus,0.0,1
-13.884,130.768,2021-06-22,6,2021,Crocodylus,0.0,1
-13.884,130.769,2021-06-22,6,2021,Crocodylus johnstoni,6.0,1
-13.884,130.772,2021-06-22,6,2021,Crocodylus johnstoni,5.0,2
-13.884,130.781,2021-06-22,6,2021,Crocodylus porosus,2.5,2
-13.883,130.738,2021-06-22,6,2021,Crocodylus johnstoni,9.0,2
-13.883,130.761,2021-06-22,6,2021,Crocodylus johnstoni,1.3333333333333333,3
-13.883,130.763,2021-06-22,6,2021,Crocodylus johnstoni,2.0,1
-13.883,130.764,2021-06-22,6,2021,Crocodylus johnstoni,2.0,1
-13.883,130.766,2021-06-22,6,2021,Crocodylus johnstoni,5.0,1
-13.883,130.773,2021-06-22,6,2021,Crocodylus johnstoni,7.0,1
-13.883,130.775,2021-06-22,6,2021,Crocodylus johnstoni,2.8333333333333335,6
-13.882,130.738,2021-06-22,6,2021,Crocodylus,0.0,1
-13.882,130.762,2021-06-22,6,2021,Crocodylus johnstoni,2.0,1
-13.882,130.777,2021-06-22,6,2021,Crocodylus johnstoni,3.75,4
-13.882,130.779,2021-06-22,6,2021,Crocodylus,0.0,1
-13.881,130.738,2021-06-22,6,2021,Crocodylus,0.0,1
-13.88,130.737,2021-06-22,6,2021,Crocodylus porosus,11.0,1
-13.879,130.737,2021-06-22,6,2021,Crocodylus,0.0,1
-13.878,130.737,2021-06-22,6,2021,Crocodylus,0.0,1
-13.878,131.165,2021-06-23,6,2021,Crocodylus johnstoni,1.5,2
-13.877,131.164,2021-06-23,6,2021,Crocodylus,0.0,1
-13.877,131.219,2021-06-23,6,2021,Crocodylus,0.0,1
-13.876,131.162,2021-06-23,6,2021,Crocodylus johnstoni,5.0,1
-13.875,131.17,2021-06-23,6,2021,Crocodylus,0.0,2
-13.874,130.736,2021-06-22,6,2021,Crocodylus johnstoni,2.5,2
-13.874,131.219,2021-06-23,6,2021,Crocodylus,0.0,1
-13.873,131.218,2021-06-23,6,2021,Crocodylus johnstoni,5.0,1
-13.872,130.737,2021-06-22,6,2021,Crocodylus,0.0,1
-13.872,131.218,2021-06-23,6,2021,Crocodylus,0.0,1
-13.871,130.736,2021-06-22,6,2021,Crocodylus,0.0,1
-13.871,130.737,2021-06-22,6,2021,Crocodylus johnstoni,2.0,2
-13.871,131.159,2021-06-23,6,2021,Crocodylus johnstoni,6.0,1
-13.87,131.174,2021-06-23,6,2021,Crocodylus johnstoni,4.0,1
-13.87,131.175,2021-06-23,6,2021,Crocodylus johnstoni,1.5,2
-13.87,131.176,2021-06-23,6,2021,Crocodylus,0.0,1
-13.87,131.198,2021-06-23,6,2021,Crocodylus,0.0,1
-13.87,131.202,2021-06-23,6,2021,Crocodylus johnstoni,2.0,1
-13.87,131.206,2021-06-23,6,2021,Crocodylus johnstoni,4.0,1
-13.87,131.208,2021-06-23,6,2021,Crocodylus,0.0,1
-13.87,131.216,2021-06-23,6,2021,Crocodylus johnstoni,2.5,2
-13.869,131.178,2021-06-23,6,2021,Crocodylus johnstoni,6.0,1
-13.869,131.213,2021-06-23,6,2021,Crocodylus,0.0,2
-13.869,131.215,2021-06-23,6,2021,Crocodylus,0.0,1
-13.868,131.158,2021-06-23,6,2021,Crocodylus,0.0,1
-13.868,131.18,2021-06-23,6,2021,Crocodylus johnstoni,3.0,1
-13.868,131.196,2021-06-23,6,2021,Crocodylus johnstoni,4.0,1
-13.867,130.737,2021-06-22,6,2021,Crocodylus porosus,5.0,2
-13.867,131.182,2021-06-23,6,2021,Crocodylus,0.0,1
-13.866,130.737,2021-06-22,6,2021,Crocodylus,0.0,1
-13.866,131.158,2021-06-23,6,2021,Crocodylus johnstoni,3.0,1
-13.866,131.182,2021-06-23,6,2021,Crocodylus,0.0,1
-13.866,131.192,2021-06-23,6,2021,Crocodylus,0.0,1
-13.865,130.737,2021-06-22,6,2021,Crocodylus johnstoni,4.0,5
-13.865,131.183,2021-06-23,6,2021,Crocodylus,0.0,1
-13.864,131.087,2021-06-23,6,2021,Crocodylus,0.0,1
-13.864,131.19,2021-06-23,6,2021,Crocodylus johnstoni,2.0,2
-13.863,130.738,2021-06-22,6,2021,Crocodylus,0.0,1
-13.863,131.185,2021-06-23,6,2021,Crocodylus,0.0,1
-13.862,130.739,2021-06-22,6,2021,Crocodylus porosus,1.2222222222222223,9
-13.862,131.078,2021-06-23,6,2021,Crocodylus,0.0,1
-13.862,131.185,2021-06-23,6,2021,Crocodylus johnstoni,2.0,2
-13.862,131.187,2021-06-23,6,2021,Crocodylus,0.0,1
-13.861,131.077,2021-06-23,6,2021,Crocodylus,0.0,3
-13.861,131.092,2021-06-23,6,2021,Crocodylus johnstoni,5.0,1
-13.861,131.158,2021-06-23,6,2021,Crocodylus,0.0,1
-13.86,130.74,2021-06-22,6,2021,Crocodylus johnstoni,1.0,6
-13.859,130.74,2021-06-22,6,2021,Crocodylus,0.0,1
-13.858,130.74,2021-06-22,6,2021,Crocodylus johnstoni,4.0,2
-13.857,131.094,2021-06-23,6,2021,Crocodylus johnstoni,3.0,2
-13.857,131.158,2021-06-23,6,2021,Crocodylus,0.0,1
-13.856,130.738,2021-06-22,6,2021,Crocodylus johnstoni,2.6666666666666665,3
-13.855,130.738,2021-06-22,6,2021,Crocodylus,0.0,1
-13.855,131.095,2021-06-23,6,2021,Crocodylus,0.0,2
-13.853,130.738,2021-06-22,6,2021,Crocodylus,0.0,4
-13.853,131.155,2021-06-23,6,2021,Crocodylus johnstoni,3.5,2
-13.853,131.156,2021-06-23,6,2021,Crocodylus johnstoni,3.0,1
-13.852,131.155,2021-06-23,6,2021,Crocodylus,0.0,1
-13.85,130.737,2021-06-22,6,2021,Crocodylus johnstoni,8.0,1
-13.848,130.734,2021-06-22,6,2021,Crocodylus johnstoni,2.0,1
-13.847,131.149,2021-06-23,6,2021,Crocodylus johnstoni,3.0,1
-13.846,131.097,2021-06-23,6,2021,Crocodylus,0.0,1
-13.845,130.732,2021-06-22,6,2021,Crocodylus johnstoni,4.333333333333333,3
-13.845,131.098,2021-06-23,6,2021,Crocodylus johnstoni,6.0,1
-13.844,131.147,2021-06-23,6,2021,Crocodylus,0.0,1
-13.843,130.732,2021-06-22,6,2021,Crocodylus johnstoni,5.0,2
-13.843,131.146,2021-06-23,6,2021,Crocodylus johnstoni,6.0,1
-13.841,130.733,2021-06-22,6,2021,Crocodylus johnstoni,1.6,5
-13.84,131.144,2021-06-23,6,2021,Crocodylus johnstoni,7.0,1
-13.839,131.098,2021-06-23,6,2021,Crocodylus,0.0,2
-13.839,131.122,2021-06-23,6,2021,Crocodylus johnstoni,5.5,2
-13.839,131.143,2021-06-23,6,2021,Crocodylus,0.0,1
-13.838,131.117,2021-06-23,6,2021,Crocodylus,0.0,1
-13.838,131.131,2021-06-23,6,2021,Crocodylus johnstoni,4.0,1
-13.838,131.135,2021-06-23,6,2021,Crocodylus,0.0,1
